,,-0.1,-0.08979591836734695,-0.07959183673469389,-0.06938775510204082,-0.059183673469387764,-0.048979591836734705,-0.03877551020408164,-0.02857142857142858,-0.018367346938775522,-0.008163265306122464,0.002040816326530595,0.012244897959183654,0.022448979591836726,0.03265306122448977,0.042857142857142844,0.05306122448979589,0.06326530612244896,0.07346938775510203,0.08367346938775508,0.09387755102040815,0.1040816326530612,0.11428571428571427,0.12448979591836731,0.13469387755102039,0.14489795918367346,0.15510204081632653,0.16530612244897955,0.17551020408163262,0.1857142857142857,0.19591836734693877,0.20612244897959178,0.21632653061224486,0.22653061224489793,0.236734693877551,0.24693877551020407,0.2571428571428571,0.2673469387755102,0.27755102040816326,0.28775510204081634,0.2979591836734693,0.30816326530612237,0.31836734693877544,0.3285714285714285,0.3387755102040816,0.34897959183673466,0.35918367346938773,0.3693877551020408,0.3795918367346939,0.38979591836734695,0.4
mean,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.953123228743114e-06,8.0767589221332e-05,0.000946895258903355,0.008766484294191287,0.06375876990585878,0.36599950145217824,1.6644927575363047,6.03041325788683,17.536585784176264,41.376379273910864,80.44655133950926,131.74903013019528,187.03391823234853,237.57804407611417,277.49047343515275,303.7064876715072,316.73059909864793,321.6032394842263,324.43175949424136,328.32015477716584,334.79315539308965,344.3655061442163,351.2623756384577,344.08592989484225,318.07790221832744,281.0376790435653,242.59756068602903,204.23003902854285,164.04413049073608,127.13714033850778,108.03385787531298,121.289519434652,165.39580753129695,215.26239407611416,238.6094240310466,227.0775752428643,207.64947091637458,215.9487862744116,257.3953775112669,298.16618920881325,296.5021830696044
mean,1000K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1278862852e-06,7.992669140399999e-05,0.00094106979512,0.008715291129999999,0.06344301866400001,0.36446202048,1.6587280916,6.013668064,17.498968752,41.311165636,80.35958936,131.65968096,186.96018608000003,237.5210026,277.4417458799999,303.66789408,316.71026944,321.61531008,324.52781904,328.54593883999996,335.02071576,344.30434336,350.82529144,343.59532728,317.84681667999996,280.95166720000003,242.38666092,203.99302596,164.35390192,128.65328577600002,110.68370687200002,123.510191296,164.86019152,211.58188356,235.14641076,228.30504460000003,213.79055063999996,221.17497596,254.79922588000002,287.20246856,284.48862011999995
mean,100K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.464430513253012e-06,8.055847997590361e-05,0.0009387368429317269,0.008707063568273095,0.06337427690763052,0.3641232540160642,1.6573443710843374,6.0093166710843375,17.488229044176705,41.29009305220883,80.32624246184739,131.61836477911646,186.92811935742972,237.52719823293174,277.49822052208833,303.7410383132531,316.75452642570275,321.58149819277105,324.2810855020081,327.9686093574297,334.43889305220887,344.45695056224906,351.9393017670683,344.85650642570283,318.4538820080321,281.17822152610444,242.90894755020082,204.56098562248997,163.52733152610443,124.80285334538152,104.03493597590361,117.96271019678714,166.13283257028112,220.59038542168673,243.6524659437751,225.41121004016065,198.96049923694778,208.57517273092367,261.2333323694779,314.0418065863454,313.9972482329317
mean,2000K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0893791764e-06,7.709978996399999e-05,0.0009140572057600001,0.008494380682000001,0.062063448096,0.35777156868,1.6336029496000002,5.940566359599999,17.334290780000003,41.024367632,79.97421816800001,131.2596068,186.63075128,237.28280952,277.2661278,303.54333528,316.64996484,321.65453916000007,324.79847972,329.16107756,335.64281135999994,344.16163523999995,349.6547438,342.20743228000003,317.11104284,280.67318059999997,241.91726148,203.59689288,165.44882244000001,132.64499496,117.037609032,128.590089344,164.03817532,204.48821148,228.35076552,229.90521084,223.91756784,229.51240915999998,249.59219675999998,267.10213048,260.68132592
mean,200K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7633114721774192e-06,8.158084788709678e-05,0.000952207603266129,0.008813680056451613,0.0640482984032258,0.36740623935483874,1.669752201612903,6.0456502495967746,17.570702012096778,41.43523469758064,80.5244048669355,131.82820173387097,187.09963096774192,237.63300625,277.544072217742,303.75280524193545,316.75545596774197,321.58660330645165,324.30862362903224,328.0341,334.50450302419364,344.4388460483871,351.81264407258067,344.7161833467742,318.3888658467742,281.154079233871,242.84647717741936,204.48776221774196,163.6100095967742,125.24107688709678,104.82152475403225,118.6347006451613,165.9651074596774,219.4404714516129,242.56732758064513,225.81846375,200.95787048387098,210.29241846774195,260.38713991935487,310.4738597983871,310.2380101209677
mean,300K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9387119684e-06,8.204591375600001e-05,0.00095884834936,0.008865385012000002,0.064376603732,0.36900480544,1.6758002476000002,6.063375880800001,17.610987151999996,41.50626376,80.621667724,131.93153424000002,187.18396196,237.68355635999998,277.56298095999995,303.75426124,316.75332932000003,321.59072028,324.33604916,328.09926832,334.57007604,344.42099788,351.6863792,344.57552971999996,318.32343448,281.12994864,242.78473244,204.41621315999998,163.69475488,125.678652552,105.59983530800001,119.295542344,165.803287,218.32340256,241.51045412,226.19593208,202.85783224,211.92540372,259.58949392,307.08614623999995,306.61732172
mean,400K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0337393084e-06,8.205588184000002e-05,0.00096011129792,0.008874045906,0.064433248996,0.36927916907999997,1.6768436728,6.0664494428,17.618024016000003,41.518823059999995,80.639218816,131.95068583999998,187.19940904,237.69035644000002,277.56033927999994,303.74757008,316.74878279999996,321.59438632,324.36352448,328.16396960000003,334.63522724000006,344.40340779999997,351.56115348,344.43512255999997,318.25737492,281.10540396,242.72435155999997,204.34785404000002,163.78219027999998,126.11235224,106.36264152800001,119.93866989200001,165.64865912000002,217.25106264,240.49847936,226.5562546,204.66524968000002,213.46950608,258.82079619999996,303.84857116,303.11705751999995
mean,500K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0830613808e-06,8.1813070396e-05,0.00095838174444,0.008858761036000001,0.064338772968,0.36881756964,1.6751078804,6.061389064000001,17.606617112,41.498984672,80.612637128,131.92323368,187.17669131999997,237.67295352,277.5458374,303.73628107999997,316.74289711999995,321.59791052,324.3910128,328.22835499999997,334.70017124,344.38620052,351.43666616,344.2948276,318.1906396,281.08054124,242.66511547999997,204.28217832,163.87200932000002,126.54321115199998,107.112751564,120.56714817999999,165.50076543999998,216.21752220000002,239.52352544,226.89598927999998,206.38432891999997,214.93263952,258.08392024,300.75752256,299.73716784
mean,700K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1209924604e-06,8.106570818e-05,0.0009517590975199999,0.008803406846,0.06399326973599999,0.36713513383999996,1.6687761276000002,6.0429278408,17.564946908,41.42622737999999,80.514573784,131.82104371999998,187.09269835999999,237.613706,277.5049232,303.70922479999996,316.72986144000004,321.60472796,324.44589384000005,328.35622491999993,334.82911916,344.35262024,351.18993504,344.01463428,318.0551530000001,281.02988332,242.55017576,204.15878560000002,164.0584838,127.39619013999999,108.576163616,121.782557792,165.22494432000002,214.26094988000003,237.67779892000001,227.51575839999998,209.5735796,217.63301916,256.69620072000004,294.97897212,293.32057996
