,-0.1,-0.08979591836734695,-0.07959183673469389,-0.06938775510204082,-0.059183673469387764,-0.048979591836734705,-0.03877551020408164,-0.02857142857142858,-0.018367346938775522,-0.008163265306122464,0.002040816326530595,0.012244897959183654,0.022448979591836726,0.03265306122448977,0.042857142857142844,0.05306122448979589,0.06326530612244896,0.07346938775510203,0.08367346938775508,0.09387755102040815,0.1040816326530612,0.11428571428571427,0.12448979591836731,0.13469387755102039,0.14489795918367346,0.15510204081632653,0.16530612244897955,0.17551020408163262,0.1857142857142857,0.19591836734693877,0.20612244897959178,0.21632653061224486,0.22653061224489793,0.236734693877551,0.24693877551020407,0.2571428571428571,0.2673469387755102,0.27755102040816326,0.28775510204081634,0.2979591836734693,0.30816326530612237,0.31836734693877544,0.3285714285714285,0.3387755102040816,0.34897959183673466,0.35918367346938773,0.3693877551020408,0.3795918367346939,0.38979591836734695,0.4
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.697522e-06,8.168712e-05,0.0009524818,0.008817169,0.06407156,0.36752838,1.6702335,6.047132,17.57417,41.44135,80.532715,131.83714,187.10838,237.64203,277.55328,303.76065,316.75418,321.5742,324.28397,328.00552,334.4952,344.4697,351.8654,344.74582,318.3927,281.17694,242.90918,204.54416,163.58096,125.067986,104.53014,118.39211,165.99426,219.74466,242.76448,225.44229,200.06136,209.69838,261.06616,312.41788,312.18457
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5640942e-06,8.10316e-05,0.0009440286,0.008748565,0.06363772,0.36541048,1.6622237,6.0236187,17.52079,41.347496,80.404686,131.70116,186.99475,237.56711,277.5126,303.74304,316.75912,321.59827,324.31308,328.00952,334.4626,344.42657,351.85345,344.76892,318.4169,281.186,242.914,204.54512,163.53207,124.89927,104.24349,118.17896,166.16516,220.36835,243.41673,225.54785,199.52798,209.05428,260.93893,312.9118,312.80655
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5636838e-06,8.085647e-05,0.0009427434,0.008739686,0.063578516,0.36511526,1.6610808,6.020229,17.512999,41.333824,80.38599,131.68253,186.98085,237.55917,277.50992,303.73996,316.7491,321.57812,324.29074,328.00037,334.47623,344.45755,351.89087,344.7955,318.41846,281.16486,242.89935,204.56932,163.5976,124.97534,104.29122,118.15882,166.06334,220.27773,243.5548,226.08743,200.29549,209.39137,260.12958,311.05942,311.05704
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.621906e-06,8.1077465e-05,0.00094516185,0.008759532,0.063704774,0.3657313,1.6634074,6.0270343,17.528421,41.360493,80.42212,131.71971,187.01118,237.57849,277.5221,303.75058,316.75946,321.5848,324.28616,327.98132,334.45474,344.45532,351.9101,344.82755,318.45065,281.1793,242.86633,204.46634,163.4456,124.82648,104.18561,118.144585,166.21603,220.565,243.70125,225.76465,199.57831,208.94536,260.70966,312.63043,312.60263
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4551078e-06,8.0358666e-05,0.0009367965,0.008690734,0.063270725,0.36360982,1.655378,6.0034866,17.474869,41.2665,80.29371,131.58441,186.90112,237.51006,277.48895,303.73645,316.75085,321.57666,324.27762,327.97372,334.44998,344.46194,351.92804,344.83218,318.4313,281.17386,242.93155,204.60303,163.56384,124.80498,104.003296,117.93979,166.16795,220.69432,243.8186,225.66016,199.26271,208.69174,260.82617,313.13184,313.13867
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6466158e-06,8.089755e-05,0.0009446016,0.0087512275,0.063651115,0.3654543,1.6623211,6.0237203,17.520615,41.346615,80.402855,131.6995,186.9942,237.56685,277.51376,303.7449,316.75317,321.57974,324.29907,328.03885,334.52466,344.437,351.736,344.57684,318.28165,281.17776,243.02002,204.75006,163.84915,125.3411,104.73876,118.42283,165.72865,219.28842,242.56921,225.95784,201.14647,210.42766,260.3921,310.34848,310.0818
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6332415e-06,8.08383e-05,0.00094413804,0.008749335,0.06364181,0.36542323,1.6622535,6.0236616,17.520802,41.347294,80.40401,131.70029,186.99373,237.56648,277.51202,303.74222,316.7555,321.59366,324.31375,328.01932,334.47733,344.43457,351.84335,344.75125,318.41544,281.20743,242.93611,204.54288,163.519,124.91944,104.31351,118.237045,166.10841,220.18156,243.24113,225.55992,199.73715,209.26491,260.9284,312.6605,312.52988
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4455222e-06,8.0957456e-05,0.0009412578,0.008728563,0.0635113,0.36479557,1.6599076,6.0168533,17.505453,41.320652,80.36818,131.66307,186.96466,237.55008,277.5104,303.74744,316.75922,321.5838,324.28006,327.96222,334.43,344.4525,351.94205,344.85446,318.43195,281.14548,242.91219,204.64003,163.66026,124.922005,104.093445,117.94123,166.00084,220.34659,243.39018,225.24922,198.92914,208.64915,261.41605,314.31454,314.2426
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4990405e-06,8.038778e-05,0.0009369177,0.008691329,0.06327447,0.36362317,1.6554145,6.0035453,17.474836,41.266228,80.29291,131.58313,186.89894,237.50787,277.4883,303.73914,316.75644,321.5822,324.2821,327.97916,334.45554,344.44504,351.87177,344.76303,318.39288,281.1777,242.95828,204.6475,163.64778,124.96095,104.2224,118.1,166.06674,220.28197,243.37326,225.56961,199.59839,209.1098,260.9146,312.80936,312.70627
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5431397e-06,8.054144e-05,0.00094045285,0.008719602,0.06345286,0.36450776,1.6588018,6.013593,17.497917,41.30699,80.34928,131.64182,186.94745,237.53911,277.5024,303.7426,316.75616,321.58643,324.29102,327.97787,334.4349,344.4345,351.91364,344.86057,318.50574,281.25024,242.93066,204.48752,163.41469,124.77823,104.15607,118.12423,166.14235,220.37083,243.35497,225.26732,199.04121,208.75934,261.37607,314.09604,313.99857
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.760002e-06,8.1902384e-05,0.00095483684,0.008836431,0.06419415,0.3681256,1.6725029,6.053816,17.589437,41.46853,80.57039,131.87677,187.14008,237.65977,277.55917,303.76154,316.76047,321.58435,324.2898,328.001,334.48038,344.4579,351.8796,344.78302,318.39838,281.10904,242.8108,204.51149,163.66821,125.26017,104.76644,118.5521,165.93024,219.4692,242.59427,225.77559,200.8528,210.18999,260.3472,310.52542,310.3699
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6576896e-06,8.0620106e-05,0.00094077917,0.0087217195,0.0634642,0.36454418,1.658878,6.0136247,17.497707,41.306324,80.34794,131.64131,186.94684,237.53793,277.4988,303.7353,316.74734,321.5785,324.29688,328.01764,334.4935,344.4549,351.8541,344.7464,318.37726,281.12695,242.85457,204.53172,163.59103,125.00839,104.348724,118.21909,166.12315,220.33986,243.58823,226.0412,200.19557,209.38306,260.34967,311.44968,311.3676
